tweet,date_time,real_sentiment,real_distilbert_sentiment
@HispanicEd in California drafting a sustainable agenda to increase cradle-to-career opportunities for Latinos. This is a priority! Shak,28/04/2016 21:37,joy,positive
Buscando un regalo para un día especial como el día de la madre? https://t.co/XASTSrobuz ShakHQ #RockByShakira https://t.co/HrCFlB7QSu,28/04/2016 20:15,joy,positive
No se pierdan esta versión a capella de @HomeFreeGuys de la canción Try Everything de @DisneyZootopia! https://t.co/9SeLEXmt2y ShakHQ,28/04/2016 19:05,joy,positive
"Check out @homefreeguys' great a cappella version of Shak's song from @DisneyZootopia, Try Everything... https://t.co/9SeLEXmt2y ShakHQ",28/04/2016 19:04,joy,positive
Felicitaciones @fpiesdescalzos por obtener el 3er puesto académico entre las escuelas de Bquilla! Orgullosa de uds! https://t.co/BIbt1dOfzv,27/04/2016 13:13,joy,positive
"En las dificultades se revela el carácter del ser humano y el tuyo es incomparable, qué suerte tenerte de compañero! https://t.co/GdGdfiuDDz",19/04/2016 15:49,joy,positive
The @educommission believes in education for all. Want to help? Share your opinion in the @MTVvoices contest. https://t.co/CgTx9hOAiZ ShakHQ,13/04/2016 21:10,joy,positive
"Sasha, into the music! Shak https://t.co/t4Fi9g5Tqd",13/04/2016 19:29,joy,positive
"Los videos de Shak ya tienen más de 6 MIL MILLONES de reproducciones en https://t.co/DJvKQIjSdT! ShakHQ https://t.co/OOL1ZMcVkL",12/04/2016 17:00,joy,positive
Shak's videos have now more than SIX BILLION plays on https://t.co/DJvKQIjSdT! ShakHQ https://t.co/i5aCceiQ2v,12/04/2016 16:59,joy,positive
Watch @DancingABC tonight 8/7c on ABC in the US to see @JodieSweetin & @keodancer dance to Try Everything from @DisneyZootopia #DWTS ShakHQ,11/04/2016 21:34,joy,positive
And it was all yellow https://t.co/plSW7eb2YP,11/04/2016 11:15,joy,positive
Shopping for sunglasses! / Comprando gafas de sol! Shak https://t.co/YqDzwRmwpj,07/04/2016 17:08,joy,positive
El video de Try Everything de #Zootopia ya tiene más de 50 millones de reproducciones! https://t.co/2xqIw3e4CP ShakHQ,04/04/2016 18:15,joy,positive
"The video for Try Everything, Shak's song from @DisneyZootopia, has reached 50 million views! https://t.co/2xqIw3e4CP ShakHQ",04/04/2016 18:15,joy,positive
Writing songs! / Escribiendo canciones! Shak https://t.co/5seA15vN7t,28/03/2016 16:33,joy,positive
Mission accomplished! Misión cumplida! https://t.co/YPBvMCkSn2,27/03/2016 14:15,joy,positive
Driving looking for Easter Eggs! Manejando buscando los huevos de Pascua! https://t.co/o0KkEhKTtA,27/03/2016 13:10,joy,positive
"#TBT to the video shoot for Empire, released two years ago this week! ShakHQ https://t.co/kcFXOYp6VG",24/03/2016 15:59,joy,positive
"#TBT en el rodaje del video de Empire que esta semana cumple dos años! ShakHQ https://t.co/zcn2TpnKN6",24/03/2016 15:58,joy,positive
Ola Brasil! A espera terminou! O novo filme da Disney: #Zootopia já está nos cinemas! https://t.co/sIF5E8k8uX ShakHQ,18/03/2016 16:20,joy,positive
#TBT On location in Paris for @VanityFair in 2009 (photo: Michael Roberts) / En París para VanityFair en 2009 ShakHQ https://t.co/CYf82VWXX7,17/03/2016 20:15,joy,positive
Love this Gazelle art (@disneyzootopia) by @tolpop8835! Shak https://t.co/QVguCKOUdh,16/03/2016 17:49,joy,positive
Desde hoy y hasta el 29 de marzo pueden nominar a Shak en los @PremiosJuventud! https://t.co/Tu8RNJVCvI ShakHQ https://t.co/ZVP9Ps1rmw,15/03/2016 16:35,joy,positive
#TBT cuando Gazelle era un dibujo en una página! Shak con los directores y productores de #Zootopia! ShakHQ https://t.co/WL4p5jCXfK,10/03/2016 21:13,joy,positive
#TBT to when Gazelle was just a drawing on a page! Here's Shak with the directors and producers of #Zootopia... ShakHQ https://t.co/7wxYT4I6Nk,10/03/2016 21:10,joy,positive
Oh! @GregDunbar1 tuvo una acompañante muy especial para su versión de #TryEverything en @musicallyapp! ShakHQ https://t.co/6In2XT53S4,09/03/2016 20:35,joy,positive
"Well, @GregDunbar1 got an impressive special guest for his @musicallyapp version of #TryEverything..! ShakHQ https://t.co/G6mtYdNPlQ",09/03/2016 20:32,joy,positive
El nuevo video de #TryEverything de @DisneyZootopia ya tiene más de 5 millones de reproducciones! https://t.co/2xqIw3e4CP ShakHQ,08/03/2016 22:45,joy,positive
The new video for #TryEverything from #Zootopia already has 5m views! Watch it at https://t.co/2xqIw3e4CP ShakHQ,08/03/2016 22:44,joy,positive
"Descubran GROW, la nueva app para padres de Shak, @fpiesdescalzos y @FisherPrice! https://t.co/2DYRANXD3g ShakHQ https://t.co/mJNAeVI8NP",07/03/2016 22:41,joy,positive
"Check out GROW - the free parenting app from Shakira, @fpiesdescalzos & @FisherPrice! https://t.co/2DYRANXD3g ShakHQ https://t.co/EV3cQ0g6gV",07/03/2016 22:28,joy,positive
Get #TryEverything now from @iTunes at https://t.co/HvfuRo5jMq / Try Everything ya está disponible en iTunes https://t.co/HvfuRo5jMq ShakHQ,06/03/2016 21:02,joy,positive
"Ya han visto a Shakira en el video oficial de su nueva canción, #TryEverything de la película #Zootopia? https://t.co/TVVArw03nB ShakHQ",06/03/2016 21:01,joy,positive
"Did you check out Shak in the official video for her new song, #TryEverything from the #Zootopia movie? https://t.co/TVVArw03nB ShakHQ",06/03/2016 21:01,joy,positive
Ya está aquí! El vídeo oficial de #TryEverything - la nueva canción de Shak del film #Zootopia https://t.co/fPl0jmsEPM @VevoLatino ShakHQ,04/03/2016 14:46,joy,positive
"It's here! The official video for #TryEverything, Shak's new song from the #Zootopia movie - https://t.co/fPl0jmsEPM @Vevo ShakHQ",04/03/2016 14:44,joy,positive
Today the @fpiesdescalzos students watched #Zootopia thanks to #CompromisoDisney! They were ZOOPER excited! https://t.co/KP4ZU9dExf,03/03/2016 19:53,joy,positive
"Hoy los alumnos de la @fpiesdescalzos vieron #Zootopia gracias a #CompromisoDisney! Cómo ven, están ZOOPER felices! https://t.co/gguHBcvGYT",03/03/2016 19:49,joy,positive
"Quieren conocer a Gazelle, el personaje de Shak en #Zootopia? Si la respuesta es SÍ no se pierdan este video! ShakHQ https://t.co/HRrOb277dd",29/02/2016 17:09,joy,positive
"Want to know more about Gazelle, Shak's character from @DisneyZootopia? Then watch this...! ShakHQ #Zootopia https://t.co/2G3AP1SGEk",29/02/2016 17:06,joy,positive
¡Queremos conocer las mejores iniciativas en 1ra infancia! Participa #PremiosALASBID 2016 @MorenoBID @MovimientoALAS https://t.co/n5XW2ywBBV,25/02/2016 17:56,joy,positive
Hips Don't Lie was released 10 years ago this week! https://t.co/CBKoARKhmk / Hips Don't Lie celebra 10 años esta semana! #TBT ShakHQ,25/02/2016 17:36,joy,positive
#TryEverything la nueva canción de Shak para #Zootopia está disponible en iTunes aquí https://t.co/jZFyUFM7oc ShakHQ https://t.co/WX4tXQfmhz,22/02/2016 21:32,joy,positive
Get #TryEverything - Shak's new song from #Zootopia - on iTunes worldwide at https://t.co/jZFyUFM7oc now! ShakHQ https://t.co/lymepnZlBl,22/02/2016 21:31,joy,positive
Did this giraffe just photobomb me making my exact face?! Shak https://t.co/kPgZkB9YPI,21/02/2016 20:58,joy,positive
Merci beaucoup France!! 🇫🇷🙌 https://t.co/MJoSgg3W05,21/02/2016 19:39,joy,positive
"Wow, just heard #Zootopie had France's highest grossing opening weekend of all-time for a Disney animated release! @DisneyZootopia",21/02/2016 19:38,joy,positive
Increíble! Muy feliz de poder compartir que #Zootopia es #1 en América Latina y España!Gracias en nombre de Gazelle! https://t.co/asWUSsFCMj,21/02/2016 19:35,joy,positive
With Ginnifer Goodwin and @batemanjason! #Zootopia https://t.co/f6QBKbArRf,18/02/2016 17:34,joy,positive
With officer Judy Hopps! #Zootopia https://t.co/kIZNQlmsYz,18/02/2016 17:23,joy,positive
At the #Zootopia premiere last night! https://t.co/4HMSJpeZW0,18/02/2016 16:54,joy,positive
With the cast and crew of #Zootopia at the premiere! https://t.co/XzwRsgr4Nv,18/02/2016 05:12,joy,positive
La Pietà made of chocolate. Shak https://t.co/OSOiCz9ckL,16/02/2016 16:18,joy,positive
"""#Zootropolis: Disney apuesta por la diversidad"" https://t.co/jATgdbbIzS ShakHQ",13/02/2016 16:24,joy,positive
Help a child in one of @fpiesdescalzos' schools in vulnerable areas of Colombia by donating a school kit - https://t.co/9h0VH9pfr0 ShakHQ,12/02/2016 18:49,joy,positive
Ayuden a un niño de las escuelas de la @fpiesdescalzos donando un kit escolar! 📚📓📝 https://t.co/Q4bziT8iVl ShakHQ https://t.co/tF5sbDeWnf,12/02/2016 18:49,joy,positive
"Seven years ago this week, Shak opened @fpiesdescalzos' school in Barranquilla! ShakHQ #TBT https://t.co/4DRAQWVT3b",11/02/2016 16:05,joy,positive
"Esta semana hará 7 años, Shak en la inauguración de la escuela de la @fpiesdescalzos en Barranquilla! ShakHQ #TBT https://t.co/RcB5QYrKr2",11/02/2016 16:05,joy,positive
En este San Valentín tu eres la estrella ⭐! Descubre #LoveRockByShakira! https://t.co/XASTSrobuz ShakHQ https://t.co/QjlJmUbQNZ,09/02/2016 20:05,joy,positive
A Sasha le gusta tanto Gazelle que le ha estado comiendo su faldita de flecos!! Shak https://t.co/5E1jvVaygP,08/02/2016 16:34,joy,positive
"Sasha likes Gazelle so much, he's been eating her fringe skirt!! Shak https://t.co/WSCHwKcp3r",08/02/2016 16:33,joy,positive
Great to see President Obama sharing the Colombia love! 💛💙❤️ ShakHQ https://t.co/6AAcvYYUsv,05/02/2016 21:50,joy,positive
Thank you so much for all these sweet videos you guys sent me for my birthday! I love u! Thanks for inspiring me! https://t.co/fyYxdoFiXB,04/02/2016 22:26,joy,positive
Muchas gracias por estos videos por el día de mi cumple! Los quiero mucho! Gracias por inspirarme! https://t.co/fyYxdoFiXB,04/02/2016 22:25,joy,positive
@ThePerezHilton Muchas gracias Perez por tu apoyo y cariño! Muchos besitos!,04/02/2016 21:27,joy,positive
"En la Premiere de #Zootropolis, estrenando mi nueva Polaroid, obsequio de mi club de fans de España. Shak https://t.co/FdM2IDilxG",03/02/2016 22:07,joy,positive
"At the @DisneyZootopia premiere, fun memories with my new Polaroid camera, thanks to my Spanish fan club! Shak https://t.co/9QQ7hNGeon",03/02/2016 22:03,joy,positive
Strike! https://t.co/lFG8vQnGTt,03/02/2016 00:34,joy,positive
Overwhelmed with all the love. #birthdaygirl / muy emocionada por todo el cariño. Shak,03/02/2016 00:04,joy,positive
Celebrating / Celebrando. Shak https://t.co/SGhrtzMj8m,02/02/2016 22:42,joy,positive
Birthday bun / Una ducha y a celebrar mi cumple! Shak https://t.co/hsK9L0n8hx,02/02/2016 15:45,joy,positive
Peloteando hoy con campeona de Roland Garros Junior @paulabadosa15. Vamos Shaki vamos! https://t.co/99cXxPrPjK,01/02/2016 16:16,joy,positive
Muchas gracias por todas las felicitaciones y mensajes que nos mandaron ayer por el cumple de Sasha!,30/01/2016 18:26,joy,positive
Thank you so much for all the birthday messages you sent to Sasha yesterday!,30/01/2016 18:26,joy,positive
#TBT from Shak's @GlamourMag cover shoot in Feb 2014 / Foto de Shak en la revista Glamour (Feb 2014) ShakHQ https://t.co/3H3xER4cSY,28/01/2016 17:38,joy,positive
"Wow! 1,000,000,000 de reproducciones de Waka Waka! La canción y el video que cambiaron mi vida. https://t.co/0W2ycgt3DI Shak",25/01/2016 16:24,joy,positive
Wow! Waka Waka now has more than a BILLION views! The song and the video that changed my life. https://t.co/0W2ycgt3DI Shak,25/01/2016 16:24,joy,positive
Papa yo también como tú siento a Barranquilla en mi corazoncito. Gracias por este artículo! https://t.co/1RIYtel995 @elheraldoco,24/01/2016 19:49,joy,positive
Thank you so much for all the birthday messages and videos sent to celebrate Milan's birthday! You made us very happy!,23/01/2016 00:10,joy,positive
"Muchas gracias por todos sus mensajes y vídeos por el cumple de Milan, nos han hecho muy felices!",23/01/2016 00:09,joy,positive
"Video: vean a Shak en el estudio grabando #TryEverything de @DisneyZootopia (en cines 4 de Marzo) https://t.co/qe8sm8zTdg ShakHQ",22/01/2016 17:08,joy,positive
Video: watch Shak in the studio recording #TryEverything for the @DisneyZootopia movie (out March 4th)! https://t.co/qe8sm8zTdg ShakHQ,22/01/2016 17:05,joy,positive
Ayuden a poner un fin a la #CrisisEnSiria. Súmanse y compartan esta poderosa apelación https://t.co/tuzjNqYUlc https://t.co/9Mfeod0NXk,21/01/2016 16:39,sadness,neutral
Speak out to help end the #SyriaCrisis. Join me & share this powerful appeal: https://t.co/GFQyfb52En @UNICEF https://t.co/YLbZuhiYRX,21/01/2016 16:36,sadness,neutral
Join our Godfather program and sponsor a Colombian child. You can be part of a real change. https://t.co/3uKwZDgCG2 https://t.co/V4OHnh3UXc,19/01/2016 18:59,joy,positive
Apadrina un niño o una niña de Colombia y haz parte del cambio https://t.co/4cE38ABpYk #ApadrinaFPD @fpiesdescalzos https://t.co/KARejlglSY,19/01/2016 18:58,joy,positive
Who wore it better? Looks like I have competition... Shak https://t.co/2KmyjtGMOF,18/01/2016 19:06,joy,positive
Shakirova is on fire! Shak https://t.co/4jbZpZgYc1,15/01/2016 22:19,joy,positive
No se pierdan el video de @CloudyApples y @shakira viendo videos musicales grabado en la fiesta #LoveRocks https://t.co/TVP7X8a391 ShakHQ,15/01/2016 18:56,joy,positive
Check out @CloudyApples watching Shak's old videos with her at the @LoveRocks game launch party https://t.co/TVP7X8a391 ShakHQ,15/01/2016 18:52,joy,positive
"Feliz cumple Can't Remember To Forget You ft. @Rihanna, una canción que fue lanzada hace dos años hoy! #CRTFY ShakHQ https://t.co/PyAftjCDQH",13/01/2016 16:53,joy,positive
Happy 2nd birthday to Can't Remember To Forget You ft @Rihanna released on this day in 2014! #CRTFY ShakHQ https://t.co/IdETl0MQNo,13/01/2016 16:51,joy,positive
Yo también tengo un video del entrenador y su alumno! https://t.co/qS3nnpejmh,11/01/2016 18:29,joy,positive
"""Así suena Shakira para 'Zootopia', la nueva 'peli' de Disney"" https://t.co/EUa3pcoXde ShakHQ",11/01/2016 14:02,joy,positive
"Listen to Shak's new song, Try Everything from @DisneyZootopia, on @Spotify at https://t.co/Sud0FNITjo now! ShakHQ",10/01/2016 11:38,joy,positive
"La canción de Shak #TryEverything, de la película @DisneyZootopia ya está en iTunes! https://t.co/jZFyUG3IfK ShakHQ https://t.co/kunxAMRCFx",08/01/2016 20:37,joy,positive
"Get Shak's new song - Try Everything, from @DisneyZootopia - on iTunes now! https://t.co/jZFyUG3IfK ShakHQ https://t.co/0nifoCBiq0",08/01/2016 20:33,joy,positive
"Shak's new single, Try Everything, from the upcoming @DisneyZootopia movie is out worldwide now! Listen --&gt; https://t.co/00u2cGiyWQ ShakHQ",08/01/2016 14:17,joy,positive
"El nuevo sencillo de Shak, Try Everything, de la película @DisneyZootopia ya está disponible! Escuchen: https://t.co/00u2cGiyWQ ShakHQ",08/01/2016 14:16,joy,positive
"Mañana! Llega la nueva canción de Shak Try Everything de la nueva película @DisneyZootopia ! ShakHQ https://t.co/i3zBAeB0gF",07/01/2016 19:26,joy,positive
"Coming tomorrow! Shak's new single, Try Everything, from the upcoming @DisneyZootopia movie! ShakHQ https://t.co/WELM6A83xa",07/01/2016 19:15,joy,positive
With director @GustavoDudamel / Con el director Gustavo Dudamel. Shak https://t.co/4x7Yml10Dh,06/01/2016 21:06,joy,positive
Me derrito! Shak https://t.co/QZcuHoHNKX,04/01/2016 15:20,joy,positive
Con papa y mama! https://t.co/7b1N2zoC9R,31/12/2015 22:08,joy,positive
Con mi suegrita!! https://t.co/9BmZ9QYs1h,31/12/2015 22:06,joy,positive
Watch the latest #Zootopia trailer ft a new song from Shak! Nuevo trailer de #Zootopia con canción de Shak! ShakHQ https://t.co/uoefqp2mmf,31/12/2015 15:03,joy,positive
"En la familia tenemos ya más de un atleta! Mira y aprende @3gerardpique! Shak https://t.co/6O5CmjdLML",28/12/2015 15:46,joy,positive
There's more than one athlete in the family! Watch and learn @3gerardpique! Shak https://t.co/Lr2UZ1OeGl,28/12/2015 15:45,joy,positive
Primera Navidad de Sasha! Shak https://t.co/qBLot5dfh0,25/12/2015 14:22,joy,positive
"At the Meiji Shrine, in 2012 I made two wishes and they came true! Shak #tbt https://t.co/K4JVMVoakW",24/12/2015 15:00,joy,positive
Noche en Tokio https://t.co/2HxtKN5dkg,22/12/2015 12:51,joy,positive
Gran día! https://t.co/DTD77oYzk4,20/12/2015 19:01,joy,positive
.@LoveRocks es el juego GRATUITO que Shak desarrolló con los creadores de Angry Birds https://t.co/ec8zB4iAoW ShakHQ https://t.co/l340pQfRDJ,20/12/2015 16:39,joy,positive
Download @LoveRocks - the FREE game Shak created with the makers of Angry Birds - https://t.co/ec8zB4iAoW ShakHQ https://t.co/1SotGqiYsT,20/12/2015 16:34,joy,positive
#TBT Here's Shak in the Sale El Sol video (2010)... Aquí está Shak en el video de Sale El Sol (2010) ShakHQ https://t.co/u7zrdhubgY,17/12/2015 17:11,joy,positive
"Leave your mark and help 2,000 kids providing them with quality education https://t.co/3uKwZDgCG2 @fpiesdescalzos https://t.co/IKHSAJnzzX",16/12/2015 18:02,joy,positive
Deja tu huella en la educación de 2000 niños #ApadrinaFPD https://t.co/4cE38ABpYk @fpiesdescalzos https://t.co/9ghBolzQGl,16/12/2015 18:01,joy,positive
"Necesitan ideas para regalos de Navidades? Descubran las fragancias de Shak aquí ... https://t.co/XASTSrobuz ShakHQ https://t.co/YDprRt42PW",15/12/2015 19:38,joy,positive
Need some Christmas gift inspiration? Check out Shak's range of fragrances... https://t.co/XASTSrobuz ShakHQ https://t.co/XiWWsTg1IS,15/12/2015 19:38,joy,positive
🎸🎤 ❤️ https://t.co/YrvMxiyJlk Shak,11/12/2015 16:08,joy,positive
"#TBT un día de Diciembre del 2009 cuando ayudamos a 4 fans a que hicieran realidad uno de sus sueños.... https://t.co/JWSgxILZ8b ShakHQ",10/12/2015 19:41,joy,positive
#TBT That time in Dec 2009 when we helped four fans achieve their dream of seeing Shakira perform... https://t.co/JWSgxILZ8b ShakHQ,10/12/2015 19:40,joy,positive
".@LoveRocks añadirá mañana un nuevo mundo con 40 niveles nuevos! https://t.co/ec8zB4Abgu ShakHQ https://t.co/xDFAAIdkw0",07/12/2015 16:37,joy,positive
".@LoveRocks is adding tomorrow a new world and 40 new levels! Download now! https://t.co/ec8zB4Abgu ShakHQ https://t.co/0HWb5E8ZzQ",07/12/2015 16:36,joy,positive
"Yesterday with the alliance Primero Lo Primero we opened a new ECD center in Cartagena, Colombia. https://t.co/A9kEOXkFfE",04/12/2015 14:27,joy,positive
Ayer con la alianza Primero lo Primero inauguramos un nuevo centro para la primera infancia en Cartagena! https://t.co/ceQmWou608,04/12/2015 14:26,joy,positive
Check out Shak's new @TMobile TV spot ft #LoveRocks game... Nuevo anuncio de T-mobile con Shak y #LoveRocks! https://t.co/VfY8xuqQlS ShakHQ,03/12/2015 22:18,joy,positive
Feliz con la entrega del nuevo centro para la 1a infancia en Cartagena! 425 niñ@s con atención de calidad gracias a Primero lo Primero!,03/12/2015 15:13,joy,positive
